"","X","x","y","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"117",307,-81.5213261494301,26.0435674264622,"BP01-24FEB22","COSWFL",2022,1147,"Adult","Female","A",15.6,477,421,116.2,52.7,447661,2880613,"Faka Union Canal, 106 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, AF","Dion",59,"",75,NA,NA,NA,NA,NA,"","Large matted down royal fern patch on top of large Boulder pile ","","Basking","{F53338CD-9585-4B81-8F10-30A778C70EE5}","YES","PSRP","South","","","","","direct",2022-02-24,"2022-02-24 1147"
"118",308,-81.5213335127512,26.0435335262486,"BP02-24FEB22","COSWFL",2022,1147,"Adult","Male","A",12,366,319,38.8,17.6,447661,2880613,"Faka Union Canal, 106 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, AF","Dion",NA,"",75,NA,NA,NA,NA,NA,"","Large matted down royal fern patch on top of large Boulder pile ","","Basking","{5F09BC67-5C0B-48C7-BC11-FCE08107C51C}","","PSRP","South","","","","","direct",2022-02-24,"2022-02-24 1147"
"119",309,-81.5217640717749,26.0686198150882,"BP03-24FEB22","COSWFL",2022,1330,"Adult","Female","A",11.1,337,295,45.6,20.7,447563,2883309,"Faka Union Canal, 92 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, AF","Denis",NA,"",100,NA,NA,NA,NA,NA,"Natural","In cabbage palm root cavity with 3 total pythons inside","","Courting/Mating","{7485763E-0A1C-4096-A54D-33C56D927329}","","PSRP","North","","","","","direct",2022-02-24,"2022-02-24 1330"
"120",310,-81.5217640717749,26.0686198150882,"BP04-24FEB22","COSWFL",2022,1330,"Adult","Male","A",10.5,320,279,29.7,13.5,447563,2883309,"Faka Union Canal, 92 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, AF","Denis",NA,"",100,NA,NA,NA,NA,NA,"Natural","In cabbage palm root cavity with 3 total pythons inside","","Courting/Mating","{2A2731DE-74F5-4A60-8540-00AD8572B53A}","","PSRP","North","","","","","direct",2022-02-24,"2022-02-24 1330"
"121",311,-81.6051144167042,26.0140058066401,"BP01-28FEB22","COSWFL",2022,1140,"Adult","Male","A",8.5,260,225,13.2,6,439273,2877374,"41 North","Scout","","Collier","Six L's Agricultural"," IE, KyF ","Thor",NA,"",70,NA,NA,NA,NA,NA,"","Para levey edge","balled up with two other snakes. Other one was a male and the other got away ","Courting/Mating","{EC989E4C-884C-4EF2-8DB3-C5744F277AAB}","","North","East","","","","","direct",2022-02-28,"2022-02-28 1140"
"122",312,-81.6050928113155,26.0140004904477,"BP02-28FEB22","COSWFL",2022,1140,"Adult","Male","A",8.3,254,220,13.9,6.3,439273,2877374,"41 North","Scout","","Collier","Six L's Agricultural"," IE, KyF ","Thor",NA,"",70,NA,NA,NA,NA,NA,"","Para levey edge","balled up with two other snakes. Other one was a male and the other got away ","Courting/Mating","{05F3817D-4304-48E2-A0C5-6446844B6E97}","","North","East","","","","","direct",2022-02-28,"2022-02-28 1140"
"123",314,-81.5217336539457,26.0425601051985,"BP01-08MAR22","COSWFL",2022,1020,"Adult","Male","A",11.5,352,306,37.2,16.9,447630,2880503,"Faka Union Canal, 106 Ave","Scout","","Collier","PSRP"," IB, IE, KyF ","Dion",NA,"",0,NA,NA,NA,NA,NA,"","Grape vine patch with ferns","Stretched out, mate guarding","Courting/Mating","{6C4062D8-B274-4B12-B2CD-C00C3DBA7942}","","PSRP","South","","","","","direct",2022-03-08,"2022-03-08 1020"
"124",315,-81.5216739866903,26.0425676263312,"BP02-08MAR22","COSWFL",2022,1022,"Adult","Female","A",11,336,293,45.9,20.8,447633,2880500,"Faka Union Canal, 106 Ave","Scout","","Collier","PSRP"," IB, IE, KyF ","Dion",40,"",25,NA,NA,NA,NA,NA,"","Underneath grapevine and ferns","","Basking","{ED4B4842-55A9-44CC-AE5A-9D309A250AFB}","YES","PSRP","South","","","","","direct",2022-03-08,"2022-03-08 1022"
"125",316,-81.5211965262351,26.0255076505432,"BP03-08MAR22","COSWFL",2022,1425,"Adult","Female","A",13.1,400,346,87.1,39.5,447675,2878612,"Faka Union Canal, 116 Ave","Scout","","Collier","PSRP","IB, IE, KyF","Loki",41,"",0,NA,NA,NA,NA,NA,"Natural","Maiden cane on large dirt piles. Riddled with caverns ","","","{5BFE689E-4790-4310-B91C-F19C318193AF}","YES","PSRP","South","","","","","direct",2022-03-08,"2022-03-08 1425"
"126",317,-81.5211609768334,26.0255195483468,"BP04-08MAR22","COSWFL",2022,1426,"Adult","Male","A",10.1,309,265,23.7,10.8,447679,2878613,"Faka Union Canal, 116 Ave","Scout","","Collier","PSRP"," IB, IE, KyF","Loki",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{899AE507-CE85-4048-A11A-CE4F118E8184}","","PSRP","South","","","","","direct",2022-03-08,"2022-03-08 1426"
"127",318,-81.5211609768334,26.0255195483468,"BP05-08MAR22","COSWFL",2022,1426,"Adult","Male","A",8.9,271,231,16.1,7.3,447679,2878613,"Faka Union Canal, 116 Ave","Scout","","Collier","PSRP"," IB, IE, KyF","Loki",NA,"",100,NA,NA,NA,NA,NA,"Natural","Root cavity hole inside dirt pile underneath maiden cane ","","Underground","{FD82A58F-A230-4D0D-B086-A7730F709CCF}","","PSRP","South","","","","","direct",2022-03-08,"2022-03-08 1426"
"128",319,-81.5062089073879,25.9811052823444,"BP01-09MAR22","COSWFL",2022,1200,"Adult","Female","A",9.7,297,262,26.7,12.1,449151,2873685,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","George",NA,"",0,NA,NA,NA,NA,NA,"","Fern patch surrounded by saw grass. Overstory of cabbage palm and dead cypress. Understory: ferns, saw grass","","Courting/Mating","{5A972638-2A4F-4369-85FA-D52CA1CC1475}","","PSRP","","","","","","direct",2022-03-09,"2022-03-09 1200"
"129",320,-81.5062150564994,25.9811057519724,"BP02-09MAR22","COSWFL",2022,1200,"Adult","Male","A",11.1,339,291,34,15.4,449151,2873685,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","George",NA,"",0,NA,NA,NA,NA,NA,"","Fern patch surrounded by saw grass. Overstory of cabbage palm and dead cypress. Understory: ferns, saw grass","","Courting/Mating","{85947519-4994-4301-98C8-1E22E428AABE}","","PSRP","","","","","","direct",2022-03-09,"2022-03-09 1200"
"130",321,-81.6204491288814,26.0667638707448,"BP01-15MAR22","COSWFL",2022,1122,"Adult","Male","A",8.3,252,218,12.5,5.7,437766,2883220,"Rouge River Farms","Scout","","Collier","Six L's Agricultural Buffer"," IE, KyF ","Lulu",NA,"",100,NA,NA,NA,NA,NA,"","Para patch in a cypress dome","Another similar sized male escaped into a cypress tree","Coiled","{FB89507D-5617-4609-AEB7-7DC3669BD0E3}","","North","East","","","","","direct",2022-03-15,"2022-03-15 1122"
"131",322,-81.5209958351498,26.061924850543,"BP01-30MAR22","COSWFL",2022,1037,"Adult","Male","A",9.5,290,253,16.8,7.6,447709,2882934,"Faka Union Canal, 96 Ave","Scout","","Collier","PSRP"," IB, IE, KyF ","Stuart",NA,"",100,NA,NA,NA,NA,NA,"","Canal edge with maiden cane","Heard the snake slithering to escape, walked right past it on the way to Stuart ","","{F023B1ED-A6F9-4F29-806E-D562E14B141B}","","PSRP","South","","","","","direct",2022-03-30,"2022-03-30 1037"
"132",323,-81.5898203480669,26.0512723917853,"BP01-14NOV22","COSWFL",2022,1238,"Adult","Female","A",15.3,465,410,109.5,49.7,440825,2881495,"Belle Meade","Scout","","Collier","Six L's Agricultural Buffer"," IE, BH, TB ","Estilo",74,"",99,NA,NA,NA,NA,NA,"","","","Courting/Mating","{1634B74C-E78F-499D-9340-DE73F6A096FC}","YES","North","East","","","","","direct",2022-11-14,"2022-11-14 1238"
"133",324,-81.5177872661081,26.0168865504571,"BP01-16NOV22","COSWFL",2022,1051,"Adult","Female","A",10.9,332,295,40.2,18.3,448012,2877657,"122 Ave; E of Faka Union canal","Scout","","Collier","PSRP"," IB, BH, TB ","George",NA,"",50,NA,NA,NA,NA,NA,"","","","Basking","{84AD011F-422E-400B-B2A8-FEF6126826E6}","YES","PSRP","South","","","","","direct",2022-11-16,"2022-11-16 1051"
"134",325,-81.6197494394373,26.0642938069243,"BP01-23NOV22","COSWFL",2022,1110,"Adult","Female","A",16,489,430,130.2,59.1,437835,2882949,"Belle Meade","Scout","","Collier","Six L's Agricultural"," IE, BH, TB","Timmy T",77,"",0,38.4000015258789,NA,30.2000007629395,36.5999984741211,NA,"","","","Basking","{EA305C35-780A-46AC-B84F-F9EFC90EE4FE}","YES","North","East","","","","","direct",2022-11-23,"2022-11-23 1110"
"135",326,-81.5151782742137,26.048763605532,"BP01-30NOV22","COSWFL",2022,1233,"Adult","Female","A",14.1,430,380,98.8,44.8,448291,2881185,"104 Ave; E of Faka Union canal","Scout","","Collier","PSRP"," IB, IE, BH","Stuart",57,"",100,NA,NA,NA,NA,NA,"","","","Shedding","{1181F20C-ED0B-4645-9995-4AC748A159A8}","YES","PSRP","South","Dion","","","","direct",2022-11-30,"2022-11-30 1233"
"136",327,-81.5873982369487,26.0266125738583,"BP01-01DEC22","COSWFL",2022,1030,"Adult","Female","A",15.1,460,405,107.6,48.8,441052,2878763,"Six L’s","Scout","","Collier","Six L's Agricultural"," IB, IE, BH","Thor",NA,"",5,NA,NA,NA,NA,NA,"","","","Basking","{AFC217CB-A466-4772-BBF0-E61E71FE80A7}","YES","North","East","","","","","direct",2022-12-01,"2022-12-01 1030"
"137",328,-81.6235341499005,26.0628976058403,"BP02-01DEC22","COSWFL",2022,1246,"Adult","Male","A",8.3,252,217,15.9,7.2,437468,2882799,"Six L’s","Scout","","Collier","Six L's Agricultural"," IB, IE, BH","Donnie",NA,"",NA,NA,NA,NA,NA,NA,"","","","Stretched Out","{7DD8C0F1-7A42-4E37-900C-43E91A8425A7}","","North","East","","","","","direct",2022-12-01,"2022-12-01 1246"
"138",329,-81.5016212666655,25.98942216704,"BP01-06DEC22","COSWFL",2022,1113,"Adult","Male","A",9.7,295,258,25.5,11.55,449618,2874609,"Faka Union Canal; E","Scout","","Collier","PSRP","IB, IE,BH, TB","Midas",NA,"",25,NA,NA,NA,NA,NA,"","","Shedding; found escaping to water near by larger female shed","Shedding","{90B0D08A-5B2B-4D47-8CDA-7613ED441553}","","PSRP","","","","","","direct",2022-12-06,"2022-12-06 1113"
"139",330,-81.5147671089504,25.9730444938027,"BP01-08DEC22","COSWFL",2022,1137,"Adult","Female","A",12.6,385,340,59.4,27,448294,2872800,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, BH, TB","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","Stretched Out","{7AF00D9F-4AD5-4A48-B949-4260BDCF2802}","YES","PSRP","","","","","","direct",2022-12-08,"2022-12-08 1137"
"140",331,-81.5850975258397,26.0200095332353,"BP01-12DEC22","COSWFL",2022,230,"Adult","Female","A",15.7,478,427,128.6,58.3,441285,2878026,"Belle Meade","Scout","","Collier","Six L's Agricultural Buffer"," IE, BH, TB","Ronin",65,"",5,NA,NA,NA,NA,NA,"","","","Stretched Out","{CB69FDAE-806D-4CAD-BA56-81D1A08EAC59}","YES","North","East","","","","","direct",2022-12-12,"2022-12-12 0230"
"141",332,-81.635625652767,26.0622775848996,"BP01-19DEC22","COSWFL",2022,130,"Adult","Female","A",14.8,450,410,115.2,52.3,436243,2882736,"Six L’s","Scout","","Collier","Six L's Agricultural"," IB, IE, BH, TB","Zuko",NA,"",0,NA,NA,NA,NA,NA,"","","","Digesting","{F4BD1BAE-C750-4EAA-B9A9-CFF684E8E543}","","North","East","","","","","direct",2022-12-19,"2022-12-19 0130"
"142",333,-81.6718767581212,26.0524893489332,"BP01-20DEC22","COSWFL",2022,100,"Adult","Female","A",14.6,444,394,106.5,48.3,432614,2881671,"","Scout","","Collier","Development"," IB, IE, BH, TB","Rogue 1",50,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{1452628E-D34B-45B6-81A7-10FD5E83A5A7}","YES","North","East","","","","","direct",2022-12-21,"2022-12-21 0100"
"143",334,-81.6447575764705,26.0471729572709,"BP01-21DEC22","COSWFL",2022,1402,"Adult","Female","A",8.6,262,231,16.6,7.6,435324,2881068,"Syngenta Agricultural","Scout","","Collier","Six L's Agricultural Buffer"," IE, TB, BH, AF","Franko",NA,"",0,NA,NA,NA,NA,NA,"","","","","{E9666944-C5F0-4D38-B79B-75432979C16F}","","North","East","","","","","indirect",2022-12-21,"2022-12-21 1402"
"144",337,-81.5198472606098,25.998794840416,"BP01-04JAN23","COSWFL",2023,1142,"Adult","Female","A",11,335,290,52.1,23.7,447798,2875655,"Faka Union Canal, 130 / 132 Ave","Scout","","Collier","PSRP"," IB, IE, TB, BH","Midas",38,"",NA,NA,NA,NA,NA,NA,"","","","","{85C36E33-C316-4E0F-9323-499883224D8B}","YES","PSRP","South","","","","","direct",2023-01-04,"2023-01-04 1142"
"145",338,-81.5859363575235,26.0179040660753,"BP01-05JAN23","COSWFL",2023,1046,"Adult","Female","A",15.2,464,413,124.1,56.3,441196,2877802,"Belle Meade","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, TB, BH","Ronin",72,"",0,NA,NA,NA,NA,NA,"","","","","{4ADB90D9-30F6-475B-B689-00FA39FF7A71}","YES","North","East","","","","","direct",2023-01-05,"2023-01-05 1046"
"146",340,-81.6424900815918,26.071708609432,"BP03-05JAN23","COSWFL",2023,215,"Adult","Female","A",15.5,473,419,117.9,53.45,435566,2883786,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, BH, TB","Jimi",60,"",85,NA,NA,NA,NA,NA,"","","","Basking","{11FE4DEA-0035-411D-BBDA-3A749E3FC077}","YES","North","East","Rogue 2","","","","direct",2023-01-05,"2023-01-05 0215"
"147",341,-81.5053684323717,26.0464343131224,"BP01-19JAN23","COSWFL",2023,1217,"Adult","Female","A",13.2,402,356,70,31.8,449271,2880925,"DeSoto Blvd, 104 Ave SE","Scout","","Collier","PSRP"," IB, IE, BH, TB","Abe",40,"",85,NA,NA,NA,NA,NA,"","","","Courting/Mating","{646847A4-1AD6-4F63-9D57-1677564A1F23}","YES","PSRP","South","","","","","direct",2023-01-19,"2023-01-19 1217"
"148",342,-81.5173336875006,26.0507714084949,"BP02-19JAN23","COSWFL",2023,1245,"Adult","Female","A",12.4,378,328,60,27.2,448009,2881414,"Faka Union Canal, 102 Ave","Scout","","Collier","PSRP","IB, IE, BH, TB","Stuart",47,"",NA,NA,NA,NA,NA,NA,"","","","Basking","{B05E61B5-BDB6-4C60-9822-9918D512097E}","YES","PSRP","South","","","","","direct",2023-01-19,"2023-01-19 1245"
"149",343,-81.6228302340471,26.0613170508189,"BP03-23JAN23","COSWFL",2023,1217,"Adult","Male","A",8.9,272,239,18.1,8.2,437525,2882624,"Rouge River Farms","Scout","","Collier","Six L's Agricultural"," IE, BH, TB","Donnie",NA,"",0,NA,NA,NA,NA,NA,"","","","Basking","{A663D323-DA8E-420E-A620-F12EA61499BE}","","North","East","","","","","direct",2023-01-23,"2023-01-23 1217"
"150",344,-81.6228302340471,26.0613170508189,"BP04-23JAN23","COSWFL",2023,1217,"Adult","Male","A",8.6,262,227,14.1,6.4,437525,2882624,"Rouge River farm","Scout","","Collier","Six L's Agricultural"," IE, BH, TB","Donnie",NA,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{6B49569A-5AD3-4655-BEBA-DF56366D24A2}","","North","East","","","","","direct",2023-01-23,"2023-01-23 1217"
"151",345,-81.6228302340471,26.0613170508189,"BP05-23JAN23","COSWFL",2023,1217,"Adult","Male","A",8.1,246,214,14,6.4,437525,2882624,"Rouge River Farms","Scout","","Collier","Six L's Agricultural"," IE, BH, TB","Donnie",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{CA421A74-2EF1-44DF-BB4A-6F81974AAC5E}","","North","East","","","","","direct",2023-01-23,"2023-01-23 1217"
"152",346,-81.622859712541,26.0613453543422,"BP06-23JAN23","COSWFL",2023,1217,"Adult","Female","A",14.9,455,417,128.7,58.4,437522,2882627,"Rouge River Farms","Scout","","Collier","Six L's Agricultural"," IE, TB, BH","Donnie",80,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{C4634A15-2330-40EF-8A28-1011D0EFB266}","YES","North","East","","","","","direct",2023-01-23,"2023-01-23 1217"
"153",347,-81.6734931834729,26.0771091829405,"BP01-24JAN23 ","COSWFL",2023,1020,"Adult","Female","A",13.9,423,373,74.9,34,432465,2884398,"VeronaWalk","Scout","","Collier","Belle Meade"," IE, BH, TB ","Steve",45,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{F17B7100-7888-4D89-8D9B-D954AFA8219F}","YES","North","East","","","","","direct",2023-01-24,"2023-01-24 1020"
"154",348,-81.5797397493415,26.0370473829562,"BP02-24JAN23 ","COSWFL",2023,1300,"Adult","Female","A",15.3,467,415,104.4,47.4,441823,2879916,"Belle Meade","Scout","","Collier","Six L's Agricultural Buffer","IE, BH, TB, KF","Fenrir",61,"",75,NA,NA,NA,NA,NA,"","","","","{E646A75F-63E5-4326-99D9-B2E5384FBBF7}","YES","North","East","","","","","direct",2023-01-24,"2023-01-24 1300"
"155",349,-81.5230103135859,26.0152223332347,"BP01-01FEB23","COSWFL",2023,1224,"Adult","Female","A",11.1,339,298,42.9,19.5,447490,2877474,"Faka Union Canal; 122 Ave","Scout","","Collier","PSRP"," IB, IE, BH, TB","Dion",31,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{C91414DA-D7EB-4D39-8940-3FDF6C86FC1F}","YES","PSRP","South","","","","","direct",2023-02-01,"2023-02-01 1224"
"156",350,-81.5205847964977,26.037969927376,"BP02-01FEB23","COSWFL",2023,1400,"Adult","Female","A",10.7,325,284,35.9,16.3,447742,2879993,"Faka Union Canal; 110 Ave","Scout","","Collier","PSRP"," IB, IE, TB, BH","Stuart",31,"",100,NA,NA,NA,NA,NA,"","","","Courting/Mating","{A22A5D48-56DA-4D9E-8C6A-88EC2A149176}","YES","PSRP","South","","","","","direct",2023-02-01,"2023-02-01 1400"
"157",351,-81.5545782582041,26.061315592945,"BP03-01FEB23","COSWFL",2023,1445,"Adult","Female","A",16.8,511,455,163.3,74.1,444357,2882593,"Miller Canal; 96 Ave","Scout","","Collier","PSRP"," IB, IE, TB, BH","Jesse",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{25C2D0FF-86A6-4FDC-853E-CA5919B80E63}","YES","PSRP","South","","","","","direct",2023-02-01,"2023-02-01 1445"
"158",352,-81.5545782582041,26.061315592945,"BP04-01FEB23","COSWFL",2023,1445,"Adult","Male","A",9.3,282,247,20.5,9.3,444357,2882593,"Miller Canal; 96 Ave","Scout","","Collier","PSRP"," IB, IE, TB, BH","Jesse",NA,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{BE1040B9-E4B2-48FC-8AC6-D40D1A6A31CD}","","PSRP","South","","","","","direct",2023-02-01,"2023-02-01 1445"
"159",353,-81.6301717042992,26.0475105827953,"BP01-02FEB23","COSWFL",2023,1230,"Adult","Female","A",16.4,501,448,140.9,63.9,436784,2881099,"Wiggins","Scout","","Collier","Six L's Agricultural"," IB, IE, TB, BH","Nice",70,"",NA,NA,NA,NA,NA,NA,"","","","","{8129A828-5C9E-4CBD-8DA4-611BF57300F2}","YES","North","East","","","","","indirect",2023-02-02,"2023-02-02 1230"
"160",354,-81.6301458120588,26.0488013061433,"BP02-02FEB23","COSWFL",2023,1240,"Adult","Female","A",11.1,338,299,41.9,19,436787,2881241,"Wiggins","Scout","","Collier","Six L's Agricultural"," IB, IE, TB, BH","Nice",29,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{B587BDEF-FF9B-467D-9080-CBA009ECA010}","YES","North","East","","","","","direct",2023-02-02,"2023-02-02 1240"
"161",355,-81.6302398914717,26.0445962691001,"BP03-02FEB23","COSWFL",2023,1258,"Adult","Female","A",14.6,446,397,97,44,436772,2880778,"Wiggins","Scout","","Collier","Six L's Agricultural"," IB, IE, TB, BH","Nice",55,"",NA,NA,NA,NA,NA,NA,"","","","Undercover","{3830EE40-AD10-4F00-BDD1-FA977726D2D8}","YES","North","East","","","","","indirect",2023-02-02,"2023-02-02 1258"
"162",357,-81.6241125205076,26.0557058624054,"BP02-07FEB23","COSWFL",2023,1229,"Adult","Female","A",14.7,447,398,91.75,41.6,437395,2882000,"Wiggins","Scout","","Collier","Six L's Agricultural"," IE, TB, BH, AF","Donnie",55,"",70,NA,NA,NA,NA,NA,"","","","Courting/Mating","{3AC1ECE1-2CE0-465D-BA0F-C9FD6435BBB4}","YES","North","East","Zuko","","","","direct",2023-02-07,"2023-02-07 1229"
"163",358,-81.586964236188,26.0346908305623,"BP03-07FEB23","COSWFL",2023,1321,"Adult","Male","A",8,243,210,11,5,441099,2879659,"New Land","Scout","","Collier","Six L's Agricultural"," IB, IE, BH, TB, AF","Ronin",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{8D5CD03C-C629-4A89-AD66-3A2912EF40B9}","YES","North","East","Thor","","","","direct",2023-02-07,"2023-02-07 1321"
"164",359,-81.5869631878551,26.0347000657167,"BP04-07FEB23","COSWFL",2023,1345,"Adult","Female","A",15.5,473,423,129.7,58.7,441099,2879659,"New Land","Scout","","Collier","Six L's Agricultural","IB, IE, TB, BH, AF","Ronin",62,"",70,NA,NA,NA,NA,NA,"","","","Courting/Mating","{ADD58E40-237D-4C75-A773-B4B404987CEA}","YES","North","East","Rogue 2","","","","direct",2023-02-07,"2023-02-07 1345"
"165",360,-81.6481852115564,26.062576822508,"BP05-07FEB23","COSWFL",2023,1417,"Adult","Female","A",15.1,461,412,117.5,53.25,435000,2882780,"Wiggins","Scout","","Collier","Six L's Agricultural"," IB, IE, TB, BH, AF","Jimi",69,"",100,NA,NA,NA,NA,NA,"","","","Courting/Mating","{6DFBC102-F675-4F94-A997-5ED45F73B77C}","YES","North","East","Thor","","","","direct",2023-02-07,"2023-02-07 1417"
"166",361,-81.5537689992448,26.0552385136858,"BP01-08FEB23","COSWFL",2023,1224,"Adult","Female","A",11.2,341,296,41.2,18.7,444429,2881918,"Miller Canal, Stewart Blvd","Scout","","Collier","PSRP"," IB, IE, BH, TB","Jesse",29,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{19E3A1FA-570D-45B3-9894-738625BE737D}","YES","PSRP","South","","","","","direct",2023-02-08,"2023-02-08 1224"
"167",362,-81.5537732157044,26.055216650514,"BP02-08FEB23","COSWFL",2023,1224,"Adult","Male","A",8.9,272,233,18.4,8.35,444429,2881918,"Miller Canal, Stewart Blvd","Scout","","Collier","PSRP"," IB, IE, BH, TB","Jesse",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{2E985564-3E7D-41A9-846D-B08C9F3BA5E0}","YES","PSRP","South","","","","","direct",2023-02-08,"2023-02-08 1224"
"168",363,-81.5537754166135,26.0552019473877,"BP03-08FEB23","COSWFL",2023,1224,"Adult","Male","A",8.4,257,222,14.9,6.75,444429,2881918,"Miller Canal, Stewart Blvd","Scout","","Collier","PSRP"," IB, IE, BH, TB","Jesse",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{1F6A512F-83CE-48C7-84A2-D430246B2EA4}","YES","PSRP","South","","","","","direct",2023-02-08,"2023-02-08 1224"
"169",364,-81.5206377373617,26.0014859126793,"BP01-09FEB23","COSWFL",2023,1146,"Adult","Female","A",10.4,317,280,34.2,15.5,447720,2875952,"Faka Union Canal; 130 ave","Scout","","Collier","PSRP"," IB, IE, BH, TB","Midas",24,"",45,NA,NA,NA,NA,NA,"","","","Basking","{1BFF4640-F93F-4FFA-A41E-8B3ED2AC9F91}","YES","PSRP","South","","","","","direct",2023-02-09,"2023-02-09 1146"
"170",366,-81.6320455582503,26.066177068384,"BP01-14FEB23","COSWFL",2023,1130,"Adult","Female","A",15.5,473,422,101.8,46.2,436605,2883168,"Belle Meade ","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, BH, TB","Maestro",51,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{B12B2F43-53A9-40CC-B04C-2D14F0CE9855}","YES","North","East","Timmy","","","","direct",2023-02-14,"2023-02-14 1130"
"171",367,-81.6319659185568,26.0661371566303,"BP02-14FEB23","COSWFL",2023,1154,"Adult","Male","A",10.1,307,267,27.3,12.4,436609,2883162,"Belle Meade ","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, BH, TB","Maestro",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{F7539E80-46DD-4C0F-90C2-6468ED1FEEDF}","","North","East","Timmy","","","","direct",2023-02-14,"2023-02-14 1154"
"172",368,-81.6481146608617,26.0643205459227,"BP03-14FEB23","COSWFL",2023,1224,"Adult","Male","A",10,306,267,29.4,13.4,434997,2882969,"Wiggins","Scout","","Collier","Six L's Agricultural"," IB, IE, BH, TB","Rogue 2",NA,"",0,NA,NA,NA,NA,NA,"","","","Stretched Out","{A2BF7DD7-4944-492D-9944-6E80204BE1B9}","","North","East","","","","","indirect",2023-02-14,"2023-02-14 1224"
"173",369,-81.5204038413826,26.0401467992873,"BP01-15FEB23","COSWFL",2023,101,"Adult","Female","A",13.3,404,359,83.5,37.85,447763,2880233,"Faka Union Canal, 108 Ave","Scout","","Collier","PSRP"," IB, IE, BH, TB","Abe",50,"",90,NA,NA,NA,NA,NA,"","","","Courting/Mating","{D4F51C5C-A4C2-4109-8BE5-8B6A1865284C}","YES","PSRP","South","","","","","direct",2023-02-15,"2023-02-15 0101"
"174",370,-81.5205433004699,26.0401457795872,"BP02-15FEB23","COSWFL",2023,101,"Adult","Male","A",10.2,311,270,26.2,11.9,447763,2880233,"Faka Union Canal, 108 Ave","Scout","","Collier","PSRP"," IB, IE, BH, TB","Abe",NA,"",90,NA,NA,NA,NA,NA,"","","","Courting/Mating","{5DE7754A-4E61-47D1-9A72-DAE89C3B3000}","","PSRP","South","","","","","direct",2023-02-15,"2023-02-15 0101"
"175",378,-81.6516056399071,26.0630930162919,"BP01-01MAR23","COSWFL",2023,1223,"Adult","Female","A",9.6,293,258,29.8,13.5,434646,2882834,"O'Donnell Nursery","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, BH, TB","Rogue 2",22,"",20,NA,NA,NA,NA,NA,"","","","Basking","{66915176-F863-4D23-812D-4B9D69806A7F}","YES","North","East","","","","","direct",2023-03-01,"2023-03-01 1223"
"176",379,-81.6515932136143,26.0631017046511,"BP02-01MAR23","COSWFL",2023,1224,"Adult","Male","A",8.4,255,220,11,5,434646,2882834,"O'Donnell Nursery","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, BH, TB","Rogue 2",NA,"",20,NA,NA,NA,NA,NA,"","","","Basking","{A3285346-9571-4509-B827-7BFC4F9980FB}","","North","East","","","","","direct",2023-03-01,"2023-03-01 1224"
