"Snake_ID","season","pythons.removed","males","females","avg.total","avg.m","avg.f","ground","peak","search","MCP_sqmi","MCP.core.A_sqmi","MCP.core.B_sqmi","df.inactive.days","trapdays.corrected.breeding.season","min.dist.mi.corrected","min.dist.core.A.mi","min.dist.core.B.mi","sample.size","sample.size.core.A","sample.size.core.B","overlap","tracked_years"
"PYBI_93","2021-2022",0,0,0,0,0,0,2,1,"",1.68,0,0,0,33,5.59,1.82,1.82,7,2,2,NA,NA
"PYBI_93","2022-2023",1,0,1,104.4,0,104.4,15,10,"3",3.64,1.6,1.6,0,178,15.02,7.08,6.33,21,11,10,NA,NA
"PYBI_93","2023-2024",1,0,1,116.8,0,116.8,11,7,"6",1.41,0.35,0.35,0,120,7.51,4.26,4.25,13,8,7,NA,NA
"PYBI_93","2024-2025",0,0,0,0,0,0,14,7,"4",0.56,0.11,0.06,0,142,5.18,1.74,1.12,14,9,9,NA,NA
"PYBI_94-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_94-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.08,0,0,0,58,0.85,0.02,0.02,4,2,2,NA,NA
"PYBI_94-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_94","2021-2022",0,0,0,0,0,0,3,0,"",0.63,0.02,0.02,0,32,4.38,0.94,0.94,7,3,3,NA,NA
"PYBI_94","2022-2023",1,0,1,75.5,0,75.5,5,2,"2",1.29,0,0.04,0,152,7.76,1.01,1.3,11,3,4,NA,NA
"PYBI_94","2023-2024",1,0,1,85.9,0,85.9,7,3,"3",0.86,0.19,0.19,0,140,5.61,1.78,1.78,12,6,7,NA,NA
"PYBI_95-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_95-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.03,0,0,0,41,0.85,0.09,0.09,3,2,2,NA,NA
"PYBI_95-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_95","2021-2022",0,0,0,0,0,0,3,0,"",1.73,0,0,0,21,5.11,0,0.19,7,1,3,NA,NA
"PYBI_95","2022-2023",3,1,2,59.9,26.2,76.75,14,8,"6",6.3,0.65,0.54,0,153,16.25,3.38,2.97,21,10,9,NA,NA
"PYBI_95","2023-2024",3,1,2,51.03,17.4,67.85,7,4,"4",2.17,0.1,0.1,0,120,7.69,1.1,1.09,13,7,6,NA,NA
"PYBI_95","2024-2025",1,0,1,79.3,0,79.3,5,4,"4",1.11,0.91,0.91,0,133,6.43,4.73,4.15,11,9,8,NA,NA
"PYBI_96-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.58,0,0,3,0,0,NA,NA
"PYBI_96","2021-2022",0,0,0,0,0,0,2,1,"",1.65,0,0,0,21,4.5,0,0.13,9,1,3,NA,NA
"PYBI_96","2022-2023",0,0,0,0,0,0,7,6,"6",6.8,4.94,3.44,0,139,15.5,7.94,6.33,17,10,8,NA,NA
"PYBI_96","2023-2024",2,1,1,40.15,26.6,53.7,6,6,"4",0.79,0,0,0,66,3.18,0.27,0.27,9,4,4,NA,NA
"PYBI_97-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_97-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,33,0.88,0.88,0.88,2,2,2,NA,NA
"PYBI_97-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_97","2021-2022",0,0,0,0,0,0,1,0,"",1.34,NA,NA,0,NA,3.84,0,0,5,0,0,NA,NA
"PYBI_97","2022-2023",0,0,0,0,0,0,0,0,"",5.79,0,0,0,28,8.04,0.08,0,6,2,1,NA,NA
"PYBI_97","2023-2024",2,1,1,46.8,37.4,56.2,4,3,"2",6.85,0.39,0.39,0,121,9.18,3.39,3.87,9,5,6,NA,NA
"PYBI_97","2024-2025",0,0,0,0,0,0,7,5,"4",0.65,0.45,0.29,0,121,3.5,2.42,2.12,10,7,5,NA,NA
"PYBI_97","2024-2025",0,0,0,0,0,0,7,5,"4",0.65,0.45,0.29,13,121,3.5,2.42,2.12,10,7,5,NA,NA
"PYBI_98-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.43,0,0,0,15,4.49,0.1,0.1,6,2,2,NA,NA
"PYBI_98-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.17,0,0,0,42,1.18,0,0,3,1,1,NA,NA
"PYBI_98","2022-2023",6,4,2,47.1,19.52,102.25,10,8,"7",0.58,0.1,0.32,0,97,5.14,1.89,2.78,12,8,8,NA,NA
"PYBI_98","2023-2024",0,0,0,0,0,0,13,9,"8",0.16,0.03,0.02,0,128,2.46,0.64,0.66,13,7,6,NA,NA
"PYBI_98","2024-2025",0,0,0,0,0,0,1,1,"",0,NA,NA,0,15,0.62,0,0,3,0,0,NA,NA
"PYBI_99-T","2022-2023",0,0,0,0,0,0,0,0,"0",1.29,0,0,0,7,3.92,0.85,0.85,4,2,2,NA,NA
"PYBI_99-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_99","2022-2023",0,0,0,0,0,0,5,1,"",0.85,0.06,0.06,0,35,3.76,0.8,0.8,8,5,5,NA,NA
"PYBI_99","2022-2023",0,0,0,0,0,0,5,1,"",0.85,0.06,0.06,16,35,3.76,0.8,0.8,8,5,5,NA,NA
"PYBI_99","2023-2024",1,0,1,136.7,0,136.7,11,8,"5",2.57,0.33,0.33,0,146,8.67,3.87,4.14,17,8,8,NA,NA
"PYBI_99","2024-2025",4,1,3,68.18,12.5,86.74,8,6,"6",1.05,0.09,0.05,0,135,3.76,1.85,1.65,12,10,7,NA,NA
"PYBI_D7-T","2018-2019",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_D7-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.48,0,0,0,106,3.68,0,0,10,1,1,NA,NA
"PYBI_D7-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.18,0,0,0,171,2.1,0.6,0.09,8,3,2,NA,NA
"PYBI_D7-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.15,0.13,0.04,0,57,1.98,1.21,0.75,11,5,4,NA,NA
"PYBI_D7-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,0,0,0,29,0.65,0,0,2,1,1,NA,NA
"PYBI_D7","2019-2020",0,0,0,0,0,0,15,6,"4",0.34,0.12,0.07,0,102,4.75,1.48,1.09,18,8,6,NA,NA
"PYBI_D7","2019-2020",0,0,0,0,0,0,15,6,"4",0.34,0.12,0.07,1,102,4.75,1.48,1.09,18,8,6,NA,NA
"PYBI_D7","2020-2021",2,1,1,62.75,17,108.5,15,6,"5",0.94,0.19,0.19,0,121,5.91,1.48,1.32,14,5,5,NA,NA
"PYBI_D7","2021-2022",1,0,1,85.5,0,85.5,10,4,"2",0.66,0.05,0.05,0,139,4.94,1.06,1.06,13,5,5,NA,NA
"PYBI_D7","2022-2023",0,0,0,0,0,0,6,2,"",0.33,0,0,0,104,2.49,0.23,0.05,6,3,2,NA,NA
"PYBI_V5-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.04,0,0,0,NA,1.04,0,0,5,1,1,NA,NA
"PYBI_V5-T","2020-2021",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_V5-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.16,NA,NA,0,NA,2.65,0,0,3,0,0,NA,NA
"PYBI_V5-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_V5","2019-2020",0,0,0,0,0,0,13,7,"",2.21,1.13,0.5,0,63,10.24,4.45,3.15,16,12,9,NA,NA
"PYBI_V5","2020-2021",2,0,2,36,0,36,3,3,"3",10.96,0.01,0.04,0,168,14.01,0.62,0.99,14,4,5,NA,NA
"PYBI_V5","2021-2022",0,0,0,0,0,0,5,4,"3",5.84,0.03,0.03,0,145,14.38,1.85,1.43,11,4,4,NA,NA
"PYBI_V5","2022-2023",1,0,1,32.9,0,32.9,1,1,"",7.69,0.01,0,0,134,14.74,1.8,1.74,12,4,3,NA,NA
"PYBI_V5","2023-2024",0,0,0,0,0,0,3,1,"1",3.52,0.14,0.18,0,120,6.35,1.8,2.37,10,4,5,NA,NA
